"","WT1","WT2","WT3","muMT1","muMT2"
"Hibch",174,255,298,223,283
"Gm16107",0,0,0,0,0
"1700019D03Rik",189,249,334,183,205
"Mstn",4,3,10,6,6
"Gm24349",0,0,0,0,0
"1700019A02Rik",2,4,3,0,2
"Pms1",50,72,78,52,75
"Gm28777",0,0,0,0,0
"Ormdl1",185,264,296,190,242
"Gm28778",0,0,0,0,0
"Osgepl1",218,284,353,201,301
"Gm28551",6,4,5,1,4
"Gm18800",1,3,2,0,1
"Asnsd1",108,154,149,120,144
"Asdurf",0,0,0,0,0
"Gm28779",0,0,0,0,0
"Gm6799",0,0,0,0,0
"Gm6801",0,0,1,0,1
"Dnah7a",17,46,33,11,32
"Gm25240",0,0,0,0,0
"Stk17b",163,241,248,134,180
"Gm37863",0,0,0,0,0
"Hecw2",532,610,826,376,474
"Mir7681",0,0,0,0,0
"Gm24251",0,0,0,0,0
"Gm37633",0,0,0,0,0
"Gm25829",0,1,0,1,0
"Ccdc150",1,6,0,0,3
"Gtf3c3",631,848,1108,577,924
"Gm34066",1,0,0,0,0
"Pgap1",548,589,807,330,449
"Gm36955",0,0,0,0,0
"Gm19637",0,0,0,0,0
"Ankrd44",151,214,289,130,228
"4930444A19Rik",0,0,0,1,1
"Gm37370",0,0,0,0,0
"Gm24053",0,0,0,0,0
"A130048G24Rik",0,0,0,0,0
"Sf3b1",3774,5442,7116,3445,5314
"E330011M16Rik",0,2,3,1,4
"Coq10b",349,514,609,432,520
"Gm17971",0,1,4,1,1
"Hspd1",3891,5840,6940,4093,5835
"Hspe1",1206,1893,1828,1590,1960
"Gm5147",0,0,1,0,0
"Gm16581",1,4,1,1,1
"Mob4",1564,2341,2537,1537,2225
"Gm6822",1,0,3,1,1
"Rftn2",471,685,644,437,576
"Gm10561",112,152,170,105,144
"Mars2",385,557,717,293,490
"Boll",1,0,0,0,0
"Gm8292",10,25,23,20,20
"Gm29138",0,0,1,0,0
"Gm8531",0,0,0,0,0
"Plcl1",732,1203,1241,703,1033
"Gm38056",2,0,4,1,0
"Gm6644",0,0,0,0,0
"Gm37382",0,0,0,0,0
"9130227L01Rik",0,1,0,1,0
"Gm36986",0,0,0,0,0
"1700003I22Rik",0,0,0,0,0
"Gm28900",0,0,0,0,0
"Gm28240",0,0,0,0,0
"Hsfy2",0,0,0,0,0
"Satb2",351,348,429,198,212
"9130024F11Rik",138,163,179,81,141
"Gm4081",3,1,0,2,0
"Gm23943",0,0,0,0,0
"1700126A01Rik",0,0,0,0,0
"BC055402",4,10,10,7,21
"Gm5254",0,0,0,0,0
"4930558J18Rik",0,0,2,0,1
"1700066M21Rik",687,977,1152,566,918
"Tyw5",162,251,265,150,231
"Maip1",374,519,567,438,527
"Gm22371",0,0,0,0,0
"Gm24014",0,0,0,0,0
"Gm8581",0,0,0,0,0
"Gm37373",0,0,0,0,0
"Gm17929",0,0,0,0,0
"Spats2l",268,400,417,281,344
"Gm17234",0,0,1,0,0
"Kctd18",183,296,362,186,272
"Sgo2a",7,9,17,8,10
"Aox1",76,176,239,109,162
"Aox3",53,81,145,48,93
"Gm24548",0,0,0,0,0
"Aox4",19,24,21,11,18
"Gm15759",0,0,0,0,0
"Aox2",0,1,0,0,0
"Gm37607",36,37,52,29,51
"Bzw1",3842,5007,6299,3121,4974
"Clk1",661,1244,1492,577,1038
"Ppil3",208,362,361,248,330
"Nif3l1",484,714,795,510,756
"Orc2",475,647,857,436,691
"Gm23966",1,1,2,0,0
"Gm15834",1,4,7,4,6
"Fam126b",1804,2284,3388,1119,2316
"Ndufb3",1257,1980,1946,1471,2003
"Gm29389",0,0,0,0,0
"Gm18802",0,0,0,0,0
"Cbx3-ps7",1,1,1,0,3
"Als2cr12",3,4,9,0,6
"Gm20257",18,21,27,13,31
"Gm28803",0,0,0,0,0
"Cflar",304,605,805,362,576
"Gm3841",0,0,0,0,0
"Casp8",35,76,86,70,81
"Gm37760",0,0,1,1,2
"Gm28802",1,2,4,1,0
"Trak2",3886,5839,7237,3570,5432
"Stradb",563,734,911,466,653
"C2cd6b",1,1,0,0,0
"Gm29018",0,0,0,0,0
"C2cd6",0,0,0,0,0
"Gm25502",0,0,0,0,0
"Tmem237",500,1161,1247,710,978
"G730003C15Rik",24,21,28,24,32
"Mpp4",11,18,26,13,19
"Gm29017",5,6,4,3,10
"Gm19125",0,0,0,0,0
"Als2",1103,1582,1991,1032,1590
"Cdk15",4,13,11,9,12
"Gm29016",0,0,0,0,0
"Gm37737",0,0,0,0,0
"Fzd7",217,376,485,244,333
"Gm26813",1,11,9,12,2
"Gm973",88,216,208,128,195
"Gm28411",0,0,0,0,0
"1700122D07Rik",0,0,0,0,0
"Sumo1",1114,1733,1815,1473,1713
"Gm24545",0,0,0,0,0
"D430013B06Rik",0,3,2,0,0
"Gm29596",0,0,1,0,0
"Nop58",822,1217,1472,825,1136
"Snord70",0,0,0,0,0
"Gm26293",0,0,0,0,0
"Gm26287",0,0,1,0,0
"Snord11",0,0,0,0,1
"Bmpr2",3626,4605,6348,2626,4347
"Gm38125",0,0,1,0,0
"Gm37977",0,0,0,0,0
"Fam117b",1314,1848,2346,1271,1937
"Gm37531",0,1,0,0,0
"Gm18829",0,0,1,0,0
"Ica1l",603,793,962,603,801
"Wdr12",857,1300,1357,889,1167
"Carf",289,456,519,232,426
"Gm15464",0,1,0,0,0
"Nbeal1",265,319,488,154,278
"Gm29332",0,0,0,0,0
"Cyp20a1",135,229,265,152,212
"6030460B20Rik",0,0,0,0,0
"Abi2",4291,5879,7518,3652,5943
"Raph1",718,847,1097,489,721
"Gm11575",0,0,0,1,0
"Gm11576",0,0,0,0,0
"Gm11578",1,0,0,0,0
"Gm38388",0,0,0,0,0
"Gm23762",0,0,0,0,0
"Gm11577",0,0,0,0,0
"Eif4a-ps4",63,89,84,84,108
"Cd28",0,1,1,0,1
"Gm11579",0,0,0,0,0
"2310016D23Rik",0,0,0,0,0
"Gm37198",0,0,0,0,0
"Gm11609",0,0,0,0,0
"Gm11581",0,1,1,0,0
"Gm38137",3,4,5,2,4
"Ctla4",0,0,0,0,0
"Rpl18-ps1",0,0,0,0,0
"Gm11582",0,1,2,0,0
"Icos",0,0,0,1,2
"Gm37039",0,0,0,0,0
"Rpl17-ps1",0,0,0,0,0
"Gm11590",0,0,0,0,0
"Gm11591",0,0,0,0,0
"Gm28083",0,0,0,0,0
"Gm11587",0,0,0,0,0
"9530026F06Rik",0,1,0,0,1
"Gm11588",0,0,0,0,0
"Gm25839",0,0,0,1,0
"Gm28449",0,0,0,0,0
"Gm36943",0,0,0,0,0
"Gm28094",0,0,0,0,0
"4930587A21Rik",0,0,0,0,0
"Pard3b",35,68,124,45,74
"Gm37205",0,0,0,0,0
"Gm38012",0,0,0,0,0
"Gm38278",0,0,1,0,0
"Pard3bos1",0,0,0,0,0
"Gm38075",0,0,0,0,0
"Gm29640",0,0,0,0,0
"Gm29641",0,0,0,0,0
"Pard3bos2",0,0,0,2,0
"Gm38351",0,0,0,0,0
"Pard3bos3",0,0,0,0,0
"Gm29084",0,2,0,2,0
"Gm11600",0,0,0,0,0
"Gm11599",0,0,0,1,0
"Nrp2",1060,1580,2099,958,1571
"Gm29083",8,14,10,3,18
"Gm37121",0,1,3,0,0
"Gm4208",6,18,11,13,11
"Ino80d",462,603,817,352,593
"Gm44468",0,0,0,0,0
"Gm24942",0,0,0,0,0
"Rps13-ps7",0,0,0,0,0
"Rps27-ps1",0,0,0,0,1
"Ino80dos",51,81,88,45,55
"Gm20342",26,44,47,27,30
"Ndufs1",3664,5364,6379,3800,5341
"Gm24557",0,0,0,0,0
"Eef1b2",3370,5400,5422,4322,5453
"Gm27390",0,0,0,0,0
"Gm26457",2,4,1,1,2
"Snora41",1,4,2,2,1
"Gpr1",17,11,24,6,7
"Gm27512",0,0,0,0,0
"Platr12",0,0,0,0,0
"1700039I01Rik",0,1,0,0,1
"Gm11608",0,0,0,0,0
"Gm24513",0,0,0,0,0
"Zdbf2",384,408,599,190,360
"Gm23448",0,2,0,1,0
"Gm11606",0,0,0,0,0
"Gm11605",0,3,6,3,4
"Adam23",1786,2276,2857,1424,2233
"Gm22281",0,0,0,0,1
"Gm39653",0,0,2,0,0
"Dytn",0,1,1,0,3
"Gm12748",0,0,0,0,0
"Mdh1b",4,54,39,19,28
"Fastkd2",340,441,588,324,469
"4933402D24Rik",10,12,9,6,12
"Gm13751",0,0,0,0,0
"Gm13754",1,1,1,1,1
"Gm13749",1,3,3,2,2
"Klf7",262,348,449,190,311
"Gm26649",0,0,0,0,0
"Mir6899",0,0,0,0,0
"Gm13748",0,0,0,0,0
"Gm13750",0,0,0,0,0
"Gm28981",1,0,0,3,0
"Gm25748",0,0,0,0,0
"Gm28980",0,0,0,0,1
"Creb1",921,1204,1483,770,1276
"Mettl21a",168,263,283,215,239
"Gm28982",0,4,2,2,1
"Gm29152",0,0,0,0,0
"2810408I11Rik",3,5,8,5,3
"Ccnyl1",152,216,264,156,170
"Fzd5",36,62,84,33,39
"Gm38058",2,4,4,1,6
"Plekhm3",690,883,1186,530,865
"Rpl31-ps24",0,0,0,0,0
"Rpl10a-ps1",30,31,21,43,44
"Gm24788",0,0,0,0,0
"Akr1cl",0,1,0,0,1
"Gm8550",0,0,0,0,0
"Cryge",0,0,1,0,0
"Crygd",0,0,0,0,0
"Crygc",0,0,0,0,0
"Crygb",0,0,0,0,0
"Gm7329",0,0,1,0,0
"Cryga",6,8,4,4,7
"Gm28845",0,0,0,0,0
"D630023F18Rik",140,157,177,80,141
"Idh1",1062,1463,1894,910,1412
"Pikfyve",960,1167,1666,650,1195
"Pth2r",29,19,27,9,4
"Gm28927",0,0,0,0,0
"Gm28926",0,0,0,0,0
"Gm28925",0,0,0,0,0
"Gm28923",0,0,0,0,0
"Gm28922",0,0,0,0,0
"Gm28728",0,0,0,0,0
"Gm5255",0,0,0,0,0
"Gm8805",0,1,1,0,0
"Crygf",0,0,0,0,0
"Gm8809",0,0,0,0,0
"Gm15659",0,0,0,0,1
"Gm8812",0,0,0,0,0
"Map2",17989,20507,27911,12176,20427
"Gm24729",0,0,0,0,0
"Gm10558",0,1,0,1,1
"Gm25411",0,0,1,0,2
"Unc80",4196,4788,6519,2990,4527
"Gm37181",1,4,7,0,4
"Rpe",498,849,874,517,795
"Kansl1l",180,277,328,142,300
"Gm37570",7,13,13,9,11
"Gm38387",11,13,13,10,14
"Gm38162",3,1,5,1,2
"Gm15789",1,0,1,0,3
"6820402A03Rik",5,2,2,3,1
"Gm37285",0,6,5,3,5
"Gm37755",1,8,1,4,3
"Gm38218",0,2,0,1,0
"Acadl",735,1069,1239,769,1060
"Gm15793",0,0,1,0,0
"Gm27934",0,0,0,0,0
"Gm25832",0,0,0,0,0
"Myl1",9,9,8,4,11
"Rpl31-ps14",0,0,1,1,2
"Gm15826",0,0,0,0,0
"Lancl1",3108,4128,4921,3124,4537
"Cps1",5,5,4,2,1
"Gm15668",0,0,0,0,0
"Gm26342",0,0,0,0,0
"Kif22-ps",0,0,0,0,0
"Gm22548",0,0,0,0,0
"Gm15669",0,0,0,0,0
"Gm37957",0,0,0,0,0
"Gm23189",0,0,0,0,0
"Gm15671",0,0,0,0,0
"Erbb4",1162,1152,1788,605,1017
"Gm37100",0,0,0,0,0
"Gm15670",0,0,0,0,0
"Gm25542",0,0,0,0,0
"Gm19335",0,0,0,0,0
"Gm37735",0,0,0,0,0
"Gm37769",0,0,0,0,0
"Gm37061",0,0,0,0,0
"Gm16076",0,0,0,0,0
"Gm8840",0,0,0,0,0
"Pced1c-ps",0,0,0,0,0
"Gm28497",0,0,0,0,0
"Gm29113",0,0,0,0,0
"Gm29114",0,0,0,0,0
"Ikzf2",57,72,104,42,72
"Gm29112",0,0,0,0,0
"Gm28112",0,0,0,0,0
"Gm37930",0,0,0,0,0
"Spag16",9,99,118,59,53
"Gm22665",0,0,0,0,0
"Gm23879",0,0,0,0,0
"Gm28580",0,0,0,0,0
"Gm38272",0,0,0,0,0
"Gm37456",0,0,0,0,0
"Gm23422",0,0,0,0,0
"Vwc2l",344,137,283,196,67
"Bard1",8,9,10,4,8
"Gm16236",0,0,0,0,0
"Gm8870",0,0,0,0,0
"Abca12",6,3,5,2,1
"Gm6947",0,0,0,0,0
"Atic",609,762,1000,566,757
"Fn1",835,812,1403,546,722
"Apol7d",5,1,2,2,2
"Gm5829",0,0,2,1,1
"Gm5256",1,0,1,0,0
"Gm37217",0,0,0,0,0
"Gm8883",0,0,0,0,1
"Gm28818",0,0,1,0,0
"4933417E11Rik",0,1,0,0,0
"4930556G22Rik",0,0,0,0,0
"Gm5528",0,0,0,0,0
"Gm8885",0,0,0,0,0
"Gm4319",2,5,3,0,0
"Mreg",95,100,166,87,108
"Gm25360",0,0,0,0,0
"D230017M19Rik",48,87,84,60,81
"Gm23472",0,0,0,0,0
"Gm24497",0,1,1,1,2
"Gm25939",0,4,4,3,4
"Pecr",73,89,107,89,92
"Tmem169",265,324,452,240,344
"Xrcc5",213,299,381,212,307
"March4",291,500,589,336,453
"Gm15843",0,0,2,0,1
"Smarcal1",505,800,976,494,705
"Gm39662",3,1,3,1,1
"Ankar",0,0,0,0,0
"Gm18035",0,0,0,0,0
"Gm45859",0,0,0,0,0
"Rpl37a",3325,5003,4790,4519,5119
"Igfbp2",539,2223,2391,1166,1404
"Igfbp5",3453,3678,5087,2802,3855
"1700027A15Rik",0,0,0,0,0
"Tnp1",0,0,0,0,0
"Gm38106",0,0,0,0,0
"Gm29185",0,0,0,0,0
"Gm29184",0,0,0,0,0
"Pinc",0,0,0,0,0
"Gm27315",0,0,0,0,0
"D530049I02Rik",0,0,0,0,0
"Gm9553",0,0,0,0,0
"C530043A13Rik",0,0,0,0,0
"Gm29186",0,0,0,0,0
"6030407O03Rik",3,3,3,9,6
"Gm29183",0,0,2,0,2
"Gm25329",0,0,0,0,0
"Mir6351",0,0,0,0,0
"Tns1",638,1183,1710,644,944
"Rufy4",3,4,3,1,8
"Cxcr2",0,0,0,0,1
"Cxcr1",0,0,0,0,2
"Mir1928",0,0,0,0,0
"Gm25524",0,0,0,0,0
"Arpc2",3983,6807,7190,5208,7136
"Gpbar1",0,0,0,0,0
"Aamp",3981,6023,6390,4786,5983
"Gm28364",0,0,0,0,0
"Pnkd",3712,4699,5424,3587,4833
"Gm37503",2,7,5,3,8
"Tmbim1",493,899,1064,833,977
"Gm29358",0,0,0,0,0
"Gm37931",0,2,1,0,0
"Catip",22,101,111,69,79
"Slc11a1",26,42,63,51,56
"Ctdsp1",519,821,914,553,736
"Mir26b",1,0,0,0,0
"Vil1",3,5,6,7,8
"Usp37",375,478,662,306,486
"Gm37733",0,0,0,0,0
"Cnot9",602,852,951,545,833
"Plcd4",246,340,362,279,438
"Zfp142",397,456,684,244,450
"Gm25035",0,0,0,0,0
"Bcs1l",348,541,631,447,532
"Rnf25",672,951,1037,701,896
"Stk36",39,96,119,44,68
"Ttll4",243,361,512,267,383
"Cyp27a1",51,78,95,85,113
"Prkag3",1,1,1,2,1
"Gm27507",0,0,0,0,0
"Wnt6",58,35,53,18,16
"Gm29539",0,0,0,0,0
"Wnt10a",100,102,118,96,90
"Gm16582",2,0,0,0,0
"Cdk5r2",3898,5789,6092,3672,4823
"Fev",0,2,0,2,1
"Cryba2",5,4,2,4,1
"Mir375",0,0,0,0,0
"Cfap65",20,237,261,90,160
"Gm15841",0,0,0,0,0
"Ihh",1,3,1,4,3
"Gm37744",1,0,0,0,1
"Nhej1",16,35,22,18,23
"Slc23a3",13,4,8,1,5
"Cnppd1",538,831,954,614,756
"Retreg2",4438,6295,7190,5007,6452
"Zfand2b",389,617,602,534,672
"Abcb6",85,149,138,81,119
"Gm29253",0,0,0,0,0
"Atg9a",1207,1399,1922,771,1443
"Ankzf1",259,422,516,318,389
"Glb1l",74,193,217,95,150
"Gm27943",0,0,0,0,0
"Stk16",781,1200,1267,837,1160
"Tuba4a",9805,14046,16163,9513,13198
"A630095N17Rik",0,4,5,2,2
"Dnajb2",1577,2484,2521,1858,2369
"Ptprn",11849,16225,18692,10391,14973
"Gm28294",2,0,5,0,4
"Resp18",1074,1188,1308,935,980
"Gm28902",2,0,2,0,0
"Dnpep",680,948,968,721,899
"Des",41,57,92,48,69
"Gm15179",0,1,0,0,0
"Speg",2328,3194,3885,2170,3197
"Gm15178",0,0,0,0,0
"Gmppa",548,820,931,636,924
"Asic4",235,217,321,176,196
"Gm37264",7,6,12,3,7
"Chpf",2547,3737,4035,2679,3614
"Obsl1",279,420,471,265,354
"Tmem198",1290,1759,2033,1266,1742
"Inha",154,230,244,147,229
"Gm15181",0,0,0,0,0
"Stk11ip",562,737,913,493,720
"Gm15183",0,0,0,0,0
"Slc4a3",1998,2496,3014,1459,2045
"Gm15180",0,0,0,0,0
"Gm15182",0,0,0,0,0
"Gm5257",0,0,0,0,0
"Gm29065",0,0,0,1,0
"Gm29068",0,0,0,0,0
"Gm29069",1,2,18,4,3
"Gm17751",4,15,7,5,5
"Mir6343",0,0,0,0,0
"Gm816",1,3,12,3,6
"Gm38265",0,0,0,0,0
"Gm25974",0,0,0,0,0
"Epha4",5474,8037,10697,5100,8757
"Mir6352",0,0,0,0,0
"Gm28386",5,16,19,10,13
"Gm28385",0,0,0,0,0
"Gm26263",0,0,0,0,0
"Gm28387",0,0,0,0,0
"Pax3",0,3,0,3,2
"Sgpp2",186,177,230,150,173
"Gm28410",0,0,0,0,0
"Gm37884",0,0,0,0,0
"Farsb",833,1103,1326,783,1098
"Gm28995",0,0,0,0,0
"4833412K13Rik",4,1,5,1,3
"BC035947",22,15,35,16,27
"Mogat1",3,8,6,3,5
"5730419F03Rik",0,0,0,0,1
"Gm29611",1,1,0,0,0
"Acsl3",4085,5559,6582,3892,5781
"Utp14b",205,299,393,191,337
"Gm6159",3,1,3,1,1
"Gm29536",0,0,0,0,0
"Kcne4",40,52,70,38,56
"Gm29187",0,0,2,0,0
"Gm5830",0,2,1,2,0
"Scg2",5037,7762,9222,5059,7193
"Gm19027",0,0,0,0,0
"Gm24160",0,0,0,0,0
"Ap1s3",35,51,64,21,41
"Gm37886",0,0,0,0,0
"Wdfy1",163,259,343,157,231
"Gm10555",0,0,3,0,0
"Mrpl44",475,739,731,567,705
"Serpine2",2577,3606,3749,2640,3520
"Gm5529",3,3,6,3,6
"Gm28071",4,1,0,0,0
"Gm28058",0,0,0,0,0
"Gm23934",0,0,0,0,1
"Gm38339",0,0,0,0,0
"9830004L10Rik",0,0,0,0,1
"Fam124b",0,0,0,0,0
"2310015K22Rik",0,1,0,0,1
"Gm37932",0,0,0,0,0
"Cul3",2935,3862,5011,2639,4012
"Gm37902",0,2,0,0,1
"Gm37262",0,0,0,0,0
"Gm29125",0,0,1,0,0
"Gm6189",0,0,0,0,0
"1700016L21Rik",0,0,0,0,0
"Gm45261",0,0,0,0,0
"Dock10",1171,1615,2041,1263,1788
"Gm37645",0,0,1,0,0
"Gm38062",0,1,0,0,0
"A630081D01Rik",1,0,0,0,0
"Gm29124",0,0,0,0,0
"Gm28066",0,0,0,0,0
"Nyap2",481,556,756,224,427
"Gm37210",0,0,0,0,0
"Gm6198",0,0,0,0,0
"Gm5530",0,0,0,0,0
"Gm7516",0,0,0,0,0
"Gm37114",0,0,0,0,0
"Mir6344",0,0,0,0,0
"Irs1",187,183,311,99,185
"Gm9747",0,0,0,0,0
"Rhbdd1",135,207,277,129,186
"Gm19552",0,0,0,0,0
"Gm28940",0,0,0,0,0
"Gm22112",0,0,0,0,0
"Col4a4",17,88,117,32,42
"Col4a3",5,46,69,14,35
"n-R5s213",0,0,0,0,0
"C430014B12Rik",9,14,13,11,10
"Mff",3026,4399,4802,3084,4319
"Gm28941",0,1,5,0,1
"Tm4sf20",0,0,0,0,0
"Gm47791",0,0,0,0,0
"Gm19257",0,0,0,0,0
"Gm36999",0,0,0,0,0
"Gm28942",0,0,0,0,0
"Gm17764",1,0,0,1,0
"Gm22396",0,0,0,0,0
"Agfg1",1679,2107,2871,1383,2209
"A030005L19Rik",1,3,4,2,3
"A030014E15Rik",0,0,1,0,0
"Gm6217",0,0,0,0,0
"A030003K21Rik",0,0,0,0,0
"Gm7544",0,0,0,0,0
"Gm47955",0,0,0,0,0
"Gm47959",0,0,0,0,0
"Gm7553",0,0,0,2,0
"Slc19a3",45,60,61,44,60
"Gm7539",3,0,2,1,0
"Krtap28-10",0,0,0,0,0
"Gm47969",0,1,0,0,1
"A030005K14Rik",0,0,0,0,0
"Krtap28-13",0,0,0,0,1
"Gm29518",0,0,0,0,0
"Ccl20",0,0,1,1,1
"Gm29519",0,0,0,0,0
"Daw1",2,16,13,15,7
"Gm6244",0,0,0,0,0
"n-R5s214",0,0,0,0,0
"Sphkap",4464,6300,8300,3913,6627
"Gm6374",1,3,1,0,0
"Gm37517",1,4,1,0,0
"Gm37989",0,0,0,0,0
"4933436I20Rik",0,0,0,0,0
"Gm25754",0,0,0,0,0
"Gm24555",0,0,0,0,0
"Pid1",650,1010,1100,735,994
"Gm37058",0,0,0,0,0
"Gm18304",0,0,0,0,0
"Mir6353",0,0,0,0,0
"Dner",2186,2683,2971,1991,2289
"Gm37959",0,1,1,0,0
"Gm37925",0,0,0,0,0
"Mir5126",0,0,0,0,0
"Trip12",2667,3774,4930,2341,3518
"Gm38374",0,2,1,0,0
"Gm37738",0,0,0,1,0
"Fbxo36",21,92,90,81,75
"Slc16a14",84,100,140,49,82
"Gm15433",1,0,0,0,0
"Gm29284",0,0,0,1,1
"C130026I21Rik",0,1,0,0,0
"Rpl19-ps1",2,9,3,3,4
"Gm27907",0,0,0,0,0
"Gm7582",0,0,0,0,0
"Gm2389",0,0,0,0,0
"Gm18342",0,0,0,0,0
"A530032D15Rik",2,3,3,1,4
"Gm10553",0,0,0,0,0
"A530040E14Rik",0,1,2,1,3
"Gm16038",0,0,0,0,0
"Gm2619",0,0,0,0,0
"Gm6264",0,0,0,0,0
"Gm7609",0,0,0,0,0
"Gm16028",0,0,0,0,0
"Gm16026",0,0,0,0,0
"Gm16025",0,0,0,0,0
"Gm7281",0,0,0,0,0
"Gm2666",0,0,0,0,0
"Gm2427",1,0,2,0,1
"Gm16092",0,0,0,0,0
"Gm7592",0,0,0,0,0
"G530012D18Rik",0,0,0,0,0
"Sp110",28,22,36,25,27
"Gm16094",0,0,0,0,0
"Sp140",7,15,16,6,11
"Gm10552",0,0,0,0,0
"Gm17017",1,1,0,0,0
"Sp100",24,49,64,33,58
"n-R5s215",0,0,0,0,0
"A630001G21Rik",3,1,8,4,7
"Mir8096",0,0,0,0,0
"Gm25472",0,0,0,0,0
"9930111H07Rik",0,0,0,0,0
"Gm22906",0,0,0,0,0
"Cab39",4067,6147,7066,3994,5557
"Itm2c",18473,27910,28182,21448,29036
"4933407L21Rik",46,74,59,48,67
"Gm28884",2,2,6,6,0
"Gpr55",5,18,21,9,13
"Gm28100",0,0,0,1,1
"Gm18180",3,4,10,6,7
"Spata3",12,13,19,15,24
"2810459M11Rik",255,392,534,361,484
"Psmd1",2177,3259,3760,2202,3177
"Gm22786",0,0,0,0,0
"Htr2b",1,1,1,1,2
"Gm37914",0,1,1,0,0
"Gm21972",8,4,6,5,5
"Armc9",329,471,536,314,433
"Gm16341",0,0,2,0,0
"B3gnt7",16,17,21,9,16
"Gm28626",0,0,0,0,0
"Gm5258",0,0,0,0,0
"Gm28627",0,0,0,0,0
"Ncl",7536,11427,12618,7855,10511
"Snora75",0,0,0,0,0
"mmu-mir-3535",0,0,1,0,0
"Gm24148",0,0,0,0,0
"Snord82",0,0,0,0,0
"C130036L24Rik",53,75,77,60,82
"Gm45908",0,0,0,0,0
"Nmur1",3,1,3,2,0
"Tex44",0,0,0,0,0
"Rpl30-ps6",0,0,0,0,0
"Ptma",4331,8277,7834,5180,7598
"Pde6d",668,1053,1039,767,1030
"Gm37152",0,0,0,0,0
"Cops7b",318,488,552,324,412
"Gm22955",0,0,0,0,0
"Gm37022",0,0,1,0,0
"Nppc",85,82,112,64,82
"Dis3l2",312,421,441,299,381
"Gm29097",0,0,0,0,0
"Gm29055",0,0,0,0,0
"Gm37485",0,0,0,0,0
"Gm38142",0,0,0,3,0
"Gm38010",0,0,0,0,0
"Gm37541",0,1,0,1,0
"Gm38021",1,0,1,4,0
"Gm6136",19,26,25,26,30
"Gm37967",0,1,1,0,2
"Gm28375",0,0,0,0,0
"Gm37017",0,0,0,0,0
"Gm37447",1,3,2,2,1
"Akp-ps1",0,0,0,0,0
"Gm29371",0,0,0,0,0
"Alppl2",0,0,0,0,0
"Alpi",0,0,0,0,0
"Gm29372",0,0,0,0,0
"Akp3",1,0,2,1,0
"Gm29374",0,1,0,2,1
"Ecel1",90,138,108,74,43
"Prss56",1,3,0,0,2
"Chrnd",0,0,0,0,0
"Chrng",0,1,1,1,0
"Eif4e2",872,1196,1445,847,1237
"Gm26187",0,1,0,0,0
"Efhd1",338,513,487,493,574
"Efhd1os",0,0,0,0,0
"Gigyf2",1130,1582,1859,1069,1457
"Gm22549",0,0,0,0,0
"Kcnj13",28,767,762,356,468
"Gm23504",0,0,0,0,0
"Snorc",1,3,3,4,4
"Ngef",2407,3814,3562,2424,2875
"Neu2",22,45,31,31,32
"Gm17181",0,1,0,0,0
"Gm6153",0,1,0,0,0
"Inpp5d",205,258,305,159,260
"Atg16l1",1019,1532,1737,1045,1486
"Gm25395",1,3,1,2,4
"Scarna6",0,3,3,7,5
"Sag",26,52,36,28,42
"Dgkd",2385,3160,4110,2119,3209
"Gm19582",2,6,3,2,9
"4833421G17Rik",0,0,0,0,0
"Gm38365",0,0,0,0,0
"Usp40",190,326,402,199,305
"Gm25198",0,0,0,0,0
"Gm5832",0,0,0,0,0
"Gm15375",0,0,0,0,0
"Ugt1a10",0,0,0,0,0
"Gm20528",0,0,0,0,0
"Ugt1a9",0,0,0,0,0
"Ugt1a8",0,0,0,0,0
"Ugt1a7c",9,11,17,8,10
"Gm15373",0,0,0,0,0
"Ugt1a6b",0,0,1,0,0
"Gm15372",0,0,0,0,0
"Gm15370",0,0,0,0,0
"Ugt1a6a",0,0,3,1,0
"Gm15369",0,0,0,0,0
"Gm15374",0,0,0,0,0
"Gm15371",0,0,0,0,0
"Ugt1a5",0,0,0,0,0
"Gm15368",0,0,0,0,0
"Gm15376",0,0,0,0,0
"Ugt1a2",0,1,1,0,0
"Dnajb3",32,29,34,34,44
"Ugt1a1",0,0,0,0,0
"Mroh2a",23,36,53,27,19
"Hjurp",641,776,992,600,785
"Trpm8",2,8,4,2,0
"4930453O03Rik",0,0,0,0,0
"Spp2",1,6,2,3,4
"Gm29538",2,17,17,3,10
"Gm28888",0,0,0,0,0
"Glrp1",1,1,3,5,2
"Gm19589",0,0,0,0,1
"Gm38130",0,0,0,0,0
"Gm29336",0,0,1,2,0
"Arl4c",1162,1142,1501,867,1045
"Gm29335",0,0,0,0,0
"Platr5",0,1,0,0,0
"Gm29337",0,0,0,0,0
"Gm4753",0,0,0,0,0
"1700067G17Rik",0,0,1,0,0
"Gm18699",0,0,0,1,0
"Sh3bp4",583,970,1084,566,842
"Gm38312",0,1,0,1,0
"Gm5259",0,0,0,0,0
"Gm28342",0,0,0,0,0
"C030007H22Rik",0,0,0,0,0
"Agap1",2105,2788,3388,1800,2546
"Gm37297",0,0,0,0,0
"Gm25180",0,0,0,0,0
"Gm28499",0,1,0,0,0
"4933400F21Rik",0,0,1,0,0
"Gm26037",0,0,0,0,0
"Gm37521",0,0,0,0,0
"Gbx2",0,0,10,1,0
"D130058E05Rik",1,1,1,2,1
"Asb18",63,71,123,40,81
"Iqca",16,61,45,30,55
"4930434B07Rik",1,0,0,0,0
"Ackr3",240,468,586,279,524
"Gm38277",0,0,0,0,0
"Gm28721",0,1,0,0,0
