"","Veh1","Veh2","STZ1","STZ2","STZ3"
"Utp20",4402,4186,4610,4242,4463
"Spic",2,4,2,0,6
"9330159F19Rik",12987,10272,13427,12325,11752
"Cul3",16092,14974,16871,15377,15835
"Sst",5596,5526,6588,4776,4983
"Il11",8,22,12,12,23
"Large",18083,16456,19684,16525,17813
"Ddx56",1580,1641,1836,1843,1616
"Tmed4",4052,3963,4087,3650,3978
"Col26a1",199,243,318,331,193
"Bid",689,562,679,594,818
"Ralb",1403,1386,1547,1493,1487
"Ppp1cc",6051,5361,6067,5552,5707
"Dnajb11",3721,3018,3676,2817,3310
"Tbccd1",972,892,1088,868,979
"Clec11a",294,205,321,284,242
"Zfp324",1329,1300,1369,1345,1355
"Gab2",2196,2412,2636,2212,2608
"Coro1c",6506,6439,7010,6634,6630
"Tax1bp1",15279,14136,15998,13970,14849
"Psg17",2,3,3,7,4
"Psg19",4,0,0,0,0
"Ctse",2,3,0,5,27
"Ndrg2",34032,31744,38605,34248,35312
"Mettl17",1729,1449,2069,1555,1668
"Arhgef40",1668,1802,1943,1684,1685
"Pnpla6",4108,3783,4507,3621,3681
"Mcoln1",2914,2860,3245,3127,2916
"Arhgef18",5995,5455,6379,5662,5380
"Pkn2",5609,5311,5668,5651,5799
"Cd33",370,422,433,468,679
"Etfb",1709,1819,1553,1258,1473
"Nkg7",0,0,0,0,15
"Lim2",0,0,0,0,0
"Stxbp2",2223,2325,2336,2313,2132
"Pcp2",2,8,3,0,2
"Sgce",1679,1655,1905,1619,1717
"Chn2",1715,1575,1716,2065,1527
"Wwox",997,1017,1124,1059,989
"Slbp",1272,1236,1375,1395,1285
"Tyr",4,6,9,5,5
"Ghrhr",0,3,1,1,3
"Aqp1",703,1659,16,18,76
"Arid3b",736,692,673,745,711
"Cnn2",261,366,338,358,419
"Polr2e",1949,2125,2113,2048,2097
"Abca13",13,44,46,15,17
"Myo9b",5446,5296,5927,5602,5853
"Hdac9",3458,3498,4069,3566,3178
"Ly9",9,27,32,48,332
"Cd244",0,7,14,6,100
"Adgre1",352,465,418,485,1158
"Mtfp1",3814,3374,4289,3187,3530
"Rab23",2915,2628,3194,3162,2976
"Rab11a",8194,7931,8923,7598,8009
"Eif2b2",1122,1163,1222,1078,1225
"Dlst",7199,7010,7555,6804,6664
"Pgf",164,187,192,159,164
"Ulk2",13822,12632,14126,13475,13683
"Ccl24",4,8,10,2,6
"Dgkq",3959,3808,4511,4139,3646
"Tmed11",0,0,0,0,0
"Grap",116,137,156,142,164
"Pou1f1",0,0,1,0,0
"Chmp2b",4072,3690,4618,3835,4153
"Plod3",1775,1687,1961,1706,1900
"Ap1s1",6703,6465,7488,5940,6748
"Mapk13",13,31,69,33,21
"Srpk1",6265,5617,6634,6418,5942
"Pax3",2,9,2,13,1
"Lbr",1711,1519,1536,1619,1372
"Crabp2",46,177,159,109,126
"Nes",755,896,735,764,859
"Bcan",13821,13679,14194,14164,13059
"Hapln2",1236,937,1413,1069,813
"Prcc",2503,2296,2716,2451,2402
"Rrnad1",2252,2041,2325,2365,2080
"Hdgf",7488,7224,8275,7197,7499
"Slc25a18",1849,1897,2110,1894,1920
"Thop1",2531,2429,2744,2414,2622
"Apba3",986,880,902,850,917
"Matk",9299,9209,10388,9732,8845
"Pias4",1305,1287,1298,1343,1371
"Map2k1",18599,17026,19255,17027,18666
"Sgta",4753,4765,5376,4926,4885
"Nmrk2",6,11,9,2,12
"Tmem242",1676,1705,1859,1688,1631
"Dtx2",612,692,695,649,637
"Zp3",1,0,3,0,4
"Hspb1",189,228,188,170,255
"Rasa4",262,307,312,323,493
"Syt5",4694,4785,5934,5172,4785
"Hnrnpa2b1",35722,33432,36886,34329,35642
"Fxyd4",0,2,0,0,1
"Ccdc130",728,677,729,613,724
"Mri1",1229,1204,1173,1295,1063
"Prkacb",27958,26398,33927,30462,28622
"Sgsh",530,619,620,475,523
"Chd5",23467,23657,28584,26623,23472
"Cstb",657,720,646,633,943
"Sh2b2",355,398,490,379,455
"Pex5",3357,2929,3498,3035,2976
"Jkamp",2525,2288,2587,2413,2525
"Cd44",402,782,1246,762,1664
"Slc1a2",485783,462224,504194,513806,511753
"Eif2ak4",3534,3574,4225,3751,3600
"Wdr1",13674,14169,14634,13052,14371
"Slc2a9",308,358,327,364,383
"Wisp1",90,129,106,121,109
"Ndrg1",7248,6871,7335,5816,6077
"4930550C14Rik",17,17,15,29,35
"Man2b1",3215,3545,3488,3305,4222
"Klf5",436,683,773,727,470
"Wdr83",1022,1008,1189,901,1009
"Prdx2",8786,8714,9654,7976,8869
"Polr2a",9940,9964,11146,9702,10607
"Shbg",0,0,2,0,2
"Senp3",5010,4547,5160,5030,4971
"Corin",27,19,42,17,18
"Plekha8",2735,2424,2389,2503,2713
"G6pc2",0,2,0,2,0
"Spc25",29,23,36,36,41
"Dnah2",883,956,869,634,783
"Ripk4",86,101,57,29,43
"Ufd1l",4010,4298,4723,4315,4314
"Zfp287",2215,2015,2339,2384,2238
"Prlr",5654,8242,858,564,759
"Letm1",6982,6542,7435,6430,6394
"Ubqln1",15705,14602,17204,15028,15473
"Fgfr4",2,17,11,6,29
"Cadm3",26108,24916,28765,26294,26468
"Fcer1a",0,0,0,0,1
"Txn2",3526,3462,3838,3443,3470
"Casp14",0,0,0,0,0
"Slc1a6",498,504,629,509,552
"Slc1a3",46778,43642,48837,46904,49952
"Crbn",6748,6254,7584,6690,6849
"Il5ra",1,0,0,0,0
"Msh6",2319,2117,2337,2192,2200
"Fbxo11",15203,13739,16126,14649,15185
"Mlxipl",259,233,277,249,261
"Tbl2",2242,1999,2343,2027,2274
"Wbscr22",1233,1149,1257,1151,1193
"Nid1",534,796,803,683,756
"Mcm5",242,237,221,291,290
"Hmox1",206,200,197,195,596
"Mprip",43620,39044,47160,42990,43773
"Cic",14526,15139,15753,14891,14504
"Pafah1b3",265,306,289,209,321
"Il27ra",98,89,93,107,143
"Prkaca",12352,12183,13132,11604,12240
"Asf1b",34,37,37,44,26
"Myl10",0,0,0,0,0
"Ddx39",721,713,740,742,680
"Dnajb1",3002,2323,2838,2585,2756
"Msh4",50,55,55,84,78
"Usp40",3775,3561,4123,3889,3642
"Evx1",0,0,2,0,0
"Kbtbd4",1700,1792,1917,1719,1789
"Celf1",24268,22690,25725,24061,24392
"Ndufs3",4452,4490,4474,4168,4205
"Por",4589,4525,4777,4315,4324
"Igf1r",5721,5436,6287,5516,4984
"Insr",9524,9424,10291,9437,9244
"Fcer2a",0,0,0,2,3
"Cyp2a5",12,8,36,8,8
"Atp4a",22,26,28,17,24
"Trim28",7089,7705,7356,7229,7210
"Ube2m",4658,4684,5187,4674,4801
"Adcy9",11915,10741,11614,10877,11497
"Mef2c",16517,16420,23798,31361,16462
"Ctr9",5646,5269,6217,5484,5904
"Eif4g2",53466,49069,53632,47522,51834
"Mrvi1",193,240,220,247,149
"Pcyt1a",3234,2910,3222,3037,3018
"Zfp592",3701,3945,3831,3801,3625
"Psmd4",4993,4820,5277,4929,5075
"Tmod4",36,20,11,26,23
"Insrr",14,27,28,38,29
"Cabp5",7,2,6,10,0
"Snx6",2724,2515,2636,2560,2744
"Mthfd2",376,271,353,271,358
"Kit",9715,9069,9965,7648,9480
"Tomm40l",2718,2477,3168,2524,2588
"Nr1i3",12,28,15,12,13
"Apoa2",28,27,21,26,21
"Pan2",1717,1605,1768,1667,1531
"Cs",16900,16434,18023,15884,16273
"Ampd3",1644,1883,1946,1865,1847
"Bcas2",3445,3078,3611,3303,3302
"Sh2d1a",0,2,3,4,7
"Ctcf",7345,6330,7485,7132,6961
"Pard6a",664,683,725,714,672
"Agrp",2,5,2,5,5
"Pvalb",1292,1134,1238,1280,1211
"Tfap4",277,267,311,299,310
"Ranbp1",2926,2916,3359,2918,3113
"Cd247",2,3,0,4,23
"Rfx5",1885,2120,2305,2168,2001
"Psmb4",4792,4755,5064,4361,4875
"Mmp8",2,2,4,0,130
"Slc30a4",7000,6789,7499,7408,6687
"Sqrdl",371,438,362,356,357
"Bloc1s6",1445,1461,1589,1448,1440
"Metap1",3866,3628,4005,3740,3921
"Gpr108",1460,1403,1509,1251,1386
"Tnfsf14",0,0,2,0,12
"Gata6",2,23,6,2,10
"Rsl1d1",4118,3778,3929,3787,4088
"Cnga2",23,14,22,15,23
"Apc",58734,53709,62928,55779,58101
"Reep5",25457,24534,27016,23620,24318
"Ergic3",4087,4464,4276,3651,3860
"Uqcc1",3194,2940,3403,3029,3100
"Spo11",9,44,28,26,27
"Ncoa2",13858,13418,14961,14046,13880
"Prl4a1",0,0,0,0,0
"Trh",6,19,61,18,9
"Nr2c2",17090,16308,18150,17370,16905
"Nr2c1",1293,1169,1304,1171,1235
"Smpd4",3319,3245,3912,3410,3319
"Pex1",2943,2566,3076,2631,2716
"Otx1",271,285,217,285,203
"Kctd20",4822,4609,5051,4545,5108
"Itgae",30,20,44,20,41
"Ctns",1343,1331,1378,1287,1383
"P2rx5",206,164,209,112,164
"Shpk",309,350,308,307,323
"Trpv1",16,12,14,9,4
"Ephb3",1510,1655,1491,1440,1568
"Tuft1",304,340,219,171,211
"Rcn1",1152,1451,1538,1472,1391
"Dnase1",1,0,0,0,0
"Trap1",4587,4498,4829,4428,4684
"Naa60",3710,3581,3837,3865,3510
"1700037C18Rik",143,201,198,181,175
"Ankrd13d",2845,2780,3139,2963,2690
"Tyrp1",18,17,29,21,22
"Tpr",19829,18332,21076,19271,20115
"Pdc",0,0,0,2,2
"BC003331",5416,4666,5280,4837,5084
"Prg4",90,337,534,335,291
"Dhx34",874,882,1094,933,922
"Kptn",1087,967,1166,1128,981
"Napa",11035,10413,11321,10779,11000
"Sra1",3264,3222,3366,3337,3198
"Calcoco2",0,5,2,3,9
"Atp5g1",5408,5473,4979,4524,4732
"Snf8",2569,2430,2840,2447,2510
"Tbcb",2750,2667,3084,2608,2560
"Inpp5k",3386,2915,3318,3176,3253
"Crkl",4226,3866,4297,4100,4421
"Upk3bl",2,4,1,4,2
"Eps8l1",348,331,558,1078,359
"Clint1",5998,5343,6341,5333,6001
"Prss16",40,43,49,44,60
"Cdkal1",2174,2120,2522,2192,2369
"Rhox6",0,0,0,0,0
"5430419D17Rik",5,12,9,0,7
"Htra1",10544,7493,10880,9078,9618
"Zbtb17",1565,1530,1582,1658,1547
"Clcnkb",4,2,0,0,0
"Fam131c",93,68,110,80,85
"Fblim1",34,54,61,74,339
"Hspb7",0,2,0,4,6
"Epor",172,200,181,177,172
"Ccdc159",719,765,894,675,696
"Mob1b",6294,6696,6313,6166,5875
"Atp6v1b1",4,8,20,10,12
"Vax1",28,16,30,21,23
"Atp6v1b2",35337,33057,38939,33545,34942
"Eps15l1",4301,4276,4614,4527,4298
"Tep1",617,708,633,623,832
"Ttc5",1831,1833,1996,1817,1825
"Osgep",1382,1293,1470,1389,1414
"Aamp",5797,6058,6277,5522,5976
"Tmbim1",2142,2234,2184,1954,2030
"Arpc2",15974,13238,14729,14481,15636
"Kmt2b",6306,6085,6568,6417,5986
"Zbtb32",2,1,0,3,3
"Etv2",0,0,0,0,0
"Upk1a",21,22,44,33,34
"Tmem147",1632,2078,1800,1497,1534
"Rps9",6940,7233,7603,7003,8279
"Tfpt",986,965,1126,1059,1005
"Susd2",242,228,216,307,193
"Ggt5",199,243,207,133,130
"Ggt1",106,136,71,82,79
"Crip2",2000,2217,2411,2224,2069
"Crip1",115,139,126,153,286
"Cbfa2t3",3220,2928,2756,2680,3507
"Fbln1",842,1383,1103,748,1073
"Pgrmc1",17076,17326,19466,15235,16857
"Gcat",401,440,434,396,376
"Tek",611,726,684,681,413
"Mpl",0,4,10,8,8
"Elovl1",696,716,723,693,789
"Med8",1608,1547,1641,1627,1560
"Hyi",216,228,188,220,211
"Cdc20",34,29,43,34,56
"Adamts4",1740,1785,1503,1385,1538
"Pvrl4",336,390,359,388,348
"Pfdn2",3120,2918,3381,3140,2948
"Rnf114",2888,2666,2923,2942,2882
"C330007P06Rik",4562,4343,4943,4461,4599
"Neurl1a",12675,12223,13561,12680,12667
"Srm",1765,1600,1893,1790,1755
"Epha2",69,61,82,90,42
"Rbm14",2127,2083,2066,2025,2182
"Actn3",54,44,81,75,47
"A530013C23Rik",120,114,130,97,129
"Zdhhc24",1443,1345,1487,1369,1266
"Bbs1",3938,3536,4174,3592,3683
"Slc34a3",2,3,2,8,13
"Ndor1",2112,2218,2302,2200,2083
"Nsmf",43044,39420,43411,39367,40973
"Prl7a1",0,0,0,0,0
"Prl8a9",0,0,0,0,0
"Pdk1",6112,5765,6891,5679,6209
"Ptbp1",2483,2734,2438,2346,2480
"Mvd",595,675,738,570,487
"Cyba",141,205,230,201,734
"Itih3",1381,1281,1789,1443,1381
"Tmem110",1396,1442,1675,1619,1555
"Sfmbt1",5771,5436,5985,5681,5910
"Itih1",0,0,0,1,2
"Ihh",14,8,12,8,23
"Prkag3",2,6,10,10,11
"Cryba2",3,0,4,3,0
"Atp7b",367,422,397,344,357
"Defb2",0,0,0,0,0
"Slc4a1",16,21,8,24,14
"Rundc3a",14544,14648,16463,14565,15006
"Slc4a3",7490,7729,9029,8624,6965
"Cdt1",42,52,58,56,96
"Runx1t1",5338,4711,5694,5113,5152
"Snai3",4,2,2,6,2
"Aprt",809,828,917,844,871
"Gtf2h1",3276,3018,3278,3057,3171
"Hfe",444,736,321,263,460
"Abhd1",285,312,281,293,260
"Slc5a6",1223,1570,1303,1156,1038
"Tcf23",28,11,6,26,2
"Nphs1",198,168,230,146,182
"Aplp1",59775,59104,64730,58131,59061
"Qrich1",8062,7405,8595,7796,7964
"P4htm",3518,3623,4084,3818,3687
"Usp19",10982,10468,11610,9888,10143
"Pola1",1336,1201,1343,1266,1310
"Cdc42",16934,16456,17722,15901,17689
"Pknox1",1357,1171,1297,1284,1249
"D130043K22Rik",3761,3408,4030,3784,3489
"Gmnn",124,101,118,125,130
"Acot13",2695,2288,2583,2338,2522
"Zfp184",285,263,329,317,296
"Cyp27b1",45,47,50,56,37
"Cdk4",2028,2101,2213,2074,2309
"B4galnt1",5550,5486,6289,5659,5730
"Mettl1",520,543,606,481,563
"Tspan31",2515,2470,2547,2123,2401
"Kif5b",36067,31983,36880,34725,34369
"Saal1",1324,1285,1361,1217,1273
"Tph2",77,52,61,72,84
"Krt23",47,39,4,0,0
"Cnp",14313,15723,12934,13559,12645
"Ttc25",163,271,201,119,131
"Sulf2",8630,7894,9069,7413,8693
"Sod2",15707,15054,16993,14830,15182
"Tmco6",483,461,548,506,450
"Stambp",2080,2003,2423,2224,2124
"Ezh1",7015,6662,7396,6618,6990
"Hap1",10096,10478,12704,8552,11095
"P3h4",656,783,751,576,599
"Ctnnb1",31043,30852,32179,28438,32672
"Eif1b",4643,4014,4628,4317,4671
"Klk4",0,0,0,0,0
"Chrd",5327,5042,6374,5077,5550
"Psmd2",13430,12962,14379,12933,13079
"Syngr3",6572,6426,7682,6479,6311
"Vars",3003,3132,3049,3363,3020
"Vwa7",18,26,16,14,32
"Hspa1l",28,29,21,21,43
"Slc44a4",16,20,16,13,25
"Msh5",39,41,55,34,37
"Abhd16a",3155,3343,3533,3434,3314
"Neu1",2841,2626,2842,2734,2774
"Ddah2",352,534,433,461,386
"Clic1",421,540,437,425,812
"Lsm2",330,395,367,319,372
"Pole",226,201,206,260,199
"Atp1a2",72823,79634,85455,78680,77949
"Atp1a4",2,1,3,3,5
"Casq1",26,21,23,21,22
"Stx1a",3777,3810,4908,5450,3795
"Ceacam9",2,0,0,2,0
"Zfp775",451,457,557,484,491
"Scube2",127,129,147,149,136
"Mrpl49",1885,1666,2012,1638,1922
"Dennd2c",94,92,90,90,98
"Mark3",7822,7455,8155,7853,7795
"Gatad1",5905,5931,6463,6149,5966
"Pcdha11",471,433,555,626,531
"2310003L06Rik",0,0,0,0,0
"M6pr",6117,6102,6329,5984,6571
"Lrrc8a",1215,1029,1088,1124,1003
"Mc5r",20,47,27,30,28
"Ppp2r1a",26444,25910,29093,25166,26135
"Fance",791,823,822,804,797
"Tinf2",517,630,581,556,515
"Tssk4",47,62,60,31,54
"Hapln4",5218,4674,5496,4881,4647
"Dus3l",2656,2618,3154,2729,2675
"Gtpbp3",1534,1442,1607,1478,1361
"Tgfbr1",3751,4141,3875,3951,6266
"Homer1",20007,16225,18408,17640,19215
"Rad51c",244,280,309,285,257
"Gabrb2",19661,16989,21507,20833,19610
"Cav1",674,904,710,850,895
"Arpp19",6328,5633,6809,7575,5811
"Bcl2l1",5806,5160,5927,5733,5145
"Khsrp",9179,8742,9390,8504,8986
"Dio2",7243,5556,6824,7027,6991
"Ccdc124",2119,2015,2167,2041,1995
"Cct4",7708,7006,7679,6760,7670
"0610009B22Rik",918,844,858,773,956
"Cpt1c",7043,6635,7565,6422,6728
"Twist2",45,83,85,69,69
"Zfp655",4593,4608,4724,4829,4763
"Rhoa",11409,11417,11763,11064,11895
"Zmiz1",11748,11788,13047,12462,12352
"Ankrd26",3069,2524,3182,2854,2839
"Aldh16a1",291,348,342,281,332
"Hnrnpa0",8344,8962,8676,8513,8481
"Prrg2",190,201,216,190,150
"Hnrnph1",22949,20015,22936,21230,22610
"Ift43",409,379,382,408,334
"Id3",1383,1895,1382,1393,1362
"Tcap",25,36,38,63,28
"Arid1a",17371,17799,18106,17901,17086
"Crlf1",1198,1135,1081,1001,1234
"Ctsd",16955,19246,16556,15021,46940
"Rplp1",13154,14285,15028,12809,14485
"Cabs1",0,1,0,0,0
"Hmgcll1",1662,1561,2016,1847,1747
"Ttc9b",1631,1704,2352,2141,1501
"Phox2a",0,0,0,0,1
"Abhd8",9524,9381,11014,9490,9835
"Ift22",2609,2326,2828,2451,2319
"Fzd3",6562,6308,8119,7136,6712
"1700008O03Rik",116,98,134,113,102
"Mid1ip1",3799,4314,4357,4268,4002
"Ap2s1",4839,4913,5594,4599,4904
"Fgfrl1",986,1195,1182,923,1184
"4930432K21Rik",152,117,197,137,149
"Fhl2",1394,1643,1788,1772,1335
"Emc10",6332,6649,7431,6118,6661
"Clstn3",19954,19823,23036,20712,18981
"Fbxw9",830,960,891,822,829
"Spib",6,3,2,7,7
"Fnbp4",5264,5548,5874,5923,5026
"Cers4",6484,6424,7184,6685,6245
"Scrn3",2783,2434,2931,2417,2890
"Phax",2639,2317,2858,2518,2684
"Tle1",8199,7678,7762,7843,7605
"1700109H08Rik",794,792,864,848,754
"Relt",459,504,608,617,661
"Snrpb2",1784,1707,2094,1835,1975
"Ubc",2481,2523,2931,2518,2589
"Prpf31",2204,2128,2490,2149,2229
"Sertad1",259,275,264,328,276
"Carhsp1",2460,2518,2264,2273,2151
"Elk3",568,545,555,511,748
"Herpud2",3646,3598,3726,3629,3710
"Rdh13",1814,1631,1736,1815,1739
"Adam21",74,72,86,75,79
"Nutf2",1295,1229,1302,1096,1171
"Fut1",0,4,14,4,8
"Arpc5",11362,9208,11030,9647,11552
"Rnf151",7,7,14,14,4
"Elavl2",9975,8525,10770,9129,9685
"Pou2f2",749,769,829,873,902
"Mgst1",392,465,359,422,698
"Nfib",40021,33377,39220,33559,39546
"Htr3b",2,0,2,0,0
"Rab25",8,7,4,10,5
"Ubqln4",7224,6792,7943,7569,7032
"Rbfox1",34309,28476,32999,31061,33688
"Rps18",6052,6093,6664,5929,6599
"Rpl10",11371,11948,12943,11292,13306
"Rps15a",10298,10734,11222,10145,11433
"Ncaph2",5543,5133,6074,5490,5450
"Hipk1",21460,20583,21973,19767,21841
"Gprc5b",12144,12704,11583,11502,11622
"Man1a2",15339,13805,16691,15325,15161
"Ceacam5",0,0,0,0,0
"Tppp2",0,0,0,2,2
"Acyp1",674,845,721,729,740
"Cldn13",0,0,0,0,0
"Cd163",138,215,230,248,168
"Hdac5",9610,9758,11215,9782,9249
"Rala",4752,4455,4914,4436,4735
"Clec3a",0,2,0,2,0
"Vdac3",7866,7410,8447,7367,7670
"Slc1a7",0,1,0,0,2
"Vps72",1245,1297,1492,1378,1220
"Gabpa",3762,3273,4067,3476,4024
"Bmp7",638,1190,645,672,509
"Dynll1",13286,12186,13732,11042,13274
"Pdcl",2035,2009,2246,1989,2162
"Tmem184b",2870,3383,3302,3377,2876
"Gm5965",0,0,0,0,0
"Rsph14",28,44,21,10,5
"Nf2",9698,8742,10059,8913,9508
"Cabp7",17499,15184,16478,13975,17172
"Zmat5",765,684,752,674,659
"Ewsr1",16597,16340,17647,17298,16277
"Ap1b1",12538,11683,13656,12204,12119
"Derl3",63,42,115,37,58
"Gstt4",1,0,0,0,0
"Tbx1",70,65,62,50,32
"Gnat2",8,6,2,8,4
"Bcl2l13",4435,4322,4853,4337,4623
"2610028H24Rik",14,8,8,10,2
"Spatc1l",0,4,0,2,4
"Dqx1",79,103,75,65,84
"Ccl8",0,2,10,26,120
"Lnp",7142,6664,8012,7304,6851
"2310007L24Rik",26,28,24,13,15
"Tmem8c",14,11,15,13,24
"Fam163b",6913,7012,6252,7899,7150
"Trpm5",7,37,1,3,5
"Ascl2",6,12,5,15,10
"Rarres2",300,315,332,325,410
"Pttg1ip",3573,3662,3699,3500,3593
"Trpm2",2936,2668,3666,3202,3056
"Ube2g2",2230,1813,2183,1893,2071
"Mpo",5,4,5,2,4
"Lpo",32,31,44,36,41
"Met",607,582,787,627,540
"Slc16a12",565,794,297,366,255
"Syn2",48040,47044,53871,44323,49133
"Elk1",5911,5243,6319,5406,6231
"Nav1",18380,18042,19785,18605,19618
"Tnpo1",14151,12969,13365,12853,13667
"Myod1",4,13,2,8,14
"Otog",0,4,1,1,1
"Rnmt",6367,5984,6786,6179,6259
"Kcnq1",17,46,32,13,29
"Srp14",3553,3397,3715,3059,3520
"6330409D20Rik",81,93,93,94,62
"Cdk9",4502,4240,4601,4455,4482
"Tor2a",1260,1152,1213,1205,1179
"Fpgs",394,471,416,442,402
"Mkl2",33643,30269,33789,35221,32318
"Cbx5",35184,34539,38588,33046,34978
"Odam",0,0,0,0,0
"Apobec3",303,272,267,283,483
"St6galnac1",3,0,0,0,0
"Taf7l",14,11,24,7,12
"Sardh",686,824,768,662,732
"Vav2",1035,1096,1079,877,1180
"Tex15",391,328,575,353,490
"Ppp2cb",6635,6234,7400,6384,6522
"G0s2",182,189,218,157,176
"Dmap1",1408,1276,1456,1376,1279
"Pla2g12b",0,0,0,2,0
"Mcu",3954,4024,4110,3680,3918
"Oit3",3,7,8,9,7
"Tex11",22,40,39,51,43
"Bcr",15493,13927,16724,14464,15911
"Fxyd5",386,458,630,550,624
"Kcnd1",730,790,846,689,855
"Tfcp2",2021,1781,1968,1784,1657
"Pou6f2",182,142,218,140,161
"Pou6f1",5753,5697,6215,6194,5451
"Ubp1",7257,6908,7688,7507,6987
"Nuak2",112,123,112,99,140
"Ick",3311,2978,3332,3031,3132
"Sdhb",5909,5927,6333,5623,5771
"Cox4i2",45,44,42,32,29
"Snap47",15553,15285,17296,15249,15375
"Wnt3a",18,21,4,11,26
"Kdsr",3872,3825,4172,3871,3890
"Vps4b",5368,5235,5605,5260,5688
"Rps25",10620,10011,11493,10297,11397
"Nxf2",3,6,7,9,14
"Taz",3249,3166,3590,3310,3241
"Kif19a",218,270,227,225,300
"Aldh3a2",3966,3947,4422,3761,4100
"Zmynd10",240,249,209,118,193
"Tmem115",1808,1652,1763,1666,1721
"Hyal2",446,509,553,445,506
"Ifrd2",347,360,366,430,343
"Hyal1",248,271,205,199,269
"Tusc2",3566,3597,4046,3632,3429
"Nprl2",1462,1344,1436,1459,1327
"Slc38a3",3556,5014,2920,2872,2881
"Cacna2d2",2130,2229,2459,2196,1845
"Rassf1",867,899,864,1028,879
"Epn3",540,951,198,154,165
"Rnf112",22877,19851,22476,19462,22792
"Slc3a2",5089,5799,5848,5697,5667
"Nxf1",7338,6783,7380,6884,6867
"Stx5a",4159,3829,4288,4143,4007
"Slc47a1",82,300,326,251,190
"Pifo",134,145,39,34,70
"Tnfrsf13b",74,74,96,84,180
"Spire2",856,800,850,744,779
"Prox1",14554,13026,11937,12983,14811
"Raver1",2940,3237,3250,2975,2947
"2610507B11Rik",30790,28381,31771,28796,30065
"AI597479",3003,2990,3253,2937,3137
"Tmem86a",523,918,671,583,783
"Optc",20,31,51,28,29
"Tex14",48,47,44,47,50
"Ifi35",141,132,96,134,189
"Rdm1",166,202,197,215,236
"Nedd8",2646,2482,2834,2549,2631
"Gosr1",4824,4443,4928,4646,4892
"Mrpl52",707,765,807,696,765
"Spaca7",2,1,0,0,0
"Kansl3",6828,6023,6833,6456,6466
"Eya4",578,555,591,657,711
"Ebf3",106,111,140,75,119
"Uckl1os",39,44,56,32,41
"Myt1",3188,2654,3271,2869,3423
"Faf1",4479,4412,4837,4405,4561
"Gm266",229,260,314,209,304
"Tsacc",48,50,55,59,56
"Mettl16",4593,4411,5252,4079,4618
"Dazl",418,389,421,435,421
"Apol7a",21,13,23,36,18
"Pigyl",645,596,744,583,638
"Rbm25",20312,18840,21726,20840,19543
"Psen2",728,703,734,698,718
"Acaa1b",12,14,18,14,18
"Plcd1",681,871,713,729,675
"Fads1",13603,13632,13712,13476,11964
"Lmbr1",3106,3299,3521,3389,3127
"Tnfrsf22",129,168,126,120,111
"Cars",2470,2287,2677,2525,2338
"Phlda2",0,2,2,0,2
"Asz1",0,0,0,0,0
"Wnt2",379,275,392,348,303
"Gabra1",31283,27841,33545,33843,29445
"Grid2ip",111,158,164,131,118
"Kdelr3",24,56,27,24,29
"1700006E09Rik",6,2,0,4,3
"Apip",766,622,734,685,696
"Pdhx",3613,3216,3503,3381,3339
"Vac14",1698,1759,1896,1779,1706
"Mcoln2",0,3,3,3,39
"Slc5a1",45,36,14,24,45
"1700049J03Rik",3,8,5,6,3
"Akt1s1",2130,1933,2357,2060,2152
"Tbrg1",2236,2101,2507,1995,2196
"Panx3",0,0,0,0,0
"Adssl1",612,727,621,747,691
"1700026D08Rik",163,120,119,56,103
"Brf1",3294,3010,3356,2970,3081
"Vipr2",35,75,70,64,57
"Odc1",3489,4011,3469,3214,3655
"Thg1l",557,506,588,495,524
"Adam19",1532,1523,1849,1368,1408
"Pabpc4",2519,2536,2750,2478,2408
"Exoc3l2",15,17,20,10,15
"Zfp296",36,37,33,38,31
"Plin5",75,69,59,36,59
"Sugp1",2972,2953,3267,3037,2836
"Dmrtc2",0,0,0,0,0
"Gm5893",0,0,0,0,0
"Dhdh",960,1194,1113,1088,1051
"Zfp790",2461,2204,2270,2237,2230
"Cpb1",4,5,16,6,14
"Slc25a41",6,8,6,3,8
"Fsd1",1673,1604,2146,1786,1681
"Pinlyp",0,6,3,4,1
"Fuz",1022,1116,1073,781,904
"Sptbn4",18193,16065,20205,17967,17170
"Pgam1",6532,6399,6897,6208,6681
"Evi5",9177,8867,10449,10269,9400
"Evi5l",6839,6633,7468,6928,6676
"Snapc2",1049,997,1078,1021,1110
"Git1",21295,20211,22789,22023,21074
"Gltp",1418,1387,1434,1375,1736
"Bnip2",2885,2500,2897,2853,2938
"Ccnt1",6177,5711,6502,6262,6345
"Scarf2",138,232,254,238,204
"4930579F01Rik",0,0,0,0,0
"Brms1l",4692,4119,5111,4459,4629
"Med15",3535,3518,3637,3601,3589
"Dhdds",4148,4173,4509,4201,3969
"Aim1l",61,57,58,77,44
"Ubxn11",1067,1206,1175,941,869
"Mogat1",13,9,8,13,6
"Tex22",31,36,29,36,32
"Wnt8a",0,0,1,0,0
"Tjap1",1085,974,1104,963,976
"Ehf",31,30,10,6,20
"Nanog",2,4,1,1,2
"Rpl15",7017,7182,7659,6822,7337
"Tmem167",7000,6254,7464,6942,7169
"Steap4",36,30,33,26,465
"Mplkip",1591,1547,1684,1630,1752
"Kif11",201,183,239,177,274
"Rpa3",383,470,422,385,396
"Mlkl",19,17,30,21,49
"Phox2b",2,0,0,0,0
